"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",51.87001,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",54.28095,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",54.96275,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",50.70357,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",52.54771,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",61.41518,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",63.72344,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",59.96944,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",67.27207,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",74.61577,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",87.26189,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",97.02473,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",102.3797,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",116.6447,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",95.18532,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",104.216,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",120.2144,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",121.2846,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",120.4611,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",120.0539,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",93.41528,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.8106,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.4016,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",106.1111,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",97.06959,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.4622,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",147.0049,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.325479,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.020213,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.04939595,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.1446529,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-3.320565,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.358948,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.11893,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.863594,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.3514046,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.2519851,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,7.807164,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2022","2022","PC","Percentage","0","Units",,,10.89669,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.718252,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.111512,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.415601,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.589164,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.300327,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.832059,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.71165,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.768484,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.684467,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.114362,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.84604,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2022","2022","PC","Percentage","0","Units",,,6.197021,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1965","1965","PC","Percentage","0","Units",,,1.849112,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1966","1966","PC","Percentage","0","Units",,,1.525054,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1967","1967","PC","Percentage","0","Units",,,2.32475,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1968","1968","PC","Percentage","0","Units",,,1.468018,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1969","1969","PC","Percentage","0","Units",,,2.583534,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1970","1970","PC","Percentage","0","Units",,,2.753526,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1971","1971","PC","Percentage","0","Units",,,3.954248,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1972","1972","PC","Percentage","0","Units",,,2.766426,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1973","1973","PC","Percentage","0","Units",,,8.106455,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1974","1974","PC","Percentage","0","Units",,,29.20204,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1975","1975","PC","Percentage","0","Units",,,10.62199,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1976","1976","PC","Percentage","0","Units",,,7.166898,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1977","1977","PC","Percentage","0","Units",,,9.495659,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1978","1978","PC","Percentage","0","Units",,,6.360722,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1979","1979","PC","Percentage","0","Units",,,25.14277,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1980","1980","PC","Percentage","0","Units",,,30.86576,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1981","1981","PC","Percentage","0","Units",,,13.58001,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1982","1982","PC","Percentage","0","Units",,,1.466826,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1983","1983","PC","Percentage","0","Units",,,0.781644,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1984","1984","PC","Percentage","0","Units",,,1.000751,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1985","1985","PC","Percentage","0","Units",,,0.7018413,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1986","1986","PC","Percentage","0","Units",,,-13.18465,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1987","1987","PC","Percentage","0","Units",,,0.3966755,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1988","1988","PC","Percentage","0","Units",,,0.752587,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1989","1989","PC","Percentage","0","Units",,,5.676938,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.243505,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1991","1991","PC","Percentage","0","Units",,,0.3509918,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1992","1992","PC","Percentage","0","Units",,,0.5368472,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1993","1993","PC","Percentage","0","Units",,,1.116505,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1994","1994","PC","Percentage","0","Units",,,0.456073,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1995","1995","PC","Percentage","0","Units",,,0.5894066,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,4.648032,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.256053,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,-7.749215,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,3.6371,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,16.8751,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.758443,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-5.891073,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,12.17725,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,10.91642,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,16.94831,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,11.18799,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.519155,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,13.93344,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-18.39721,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.487447,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.35126,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.8902224,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.6790125,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.3379915,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-16.7041,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-6.584728,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.916659,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.529873,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.11295,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-8.520787,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,21.0082,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2022","2022","PC","Percentage","0","Units",,,25.1509,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.57396,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.11307,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.03693,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.28433,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.7514,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8321,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.6205,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.5446,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.4584,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.8151,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.0543,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",124.3082,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1984","1984","PC","Percentage","0","Units",,,4.960221,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1985","1985","PC","Percentage","0","Units",,,5.715833,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1986","1986","PC","Percentage","0","Units",,,5.560433,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1987","1987","PC","Percentage","0","Units",,,4.713058,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.825258,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1989","1989","PC","Percentage","0","Units",,,4.565259,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1990","1990","PC","Percentage","0","Units",,,5.458937,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1991","1991","PC","Percentage","0","Units",,,4.535044,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1992","1992","PC","Percentage","0","Units",,,3.390666,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1993","1993","PC","Percentage","0","Units",,,3.003973,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1994","1994","PC","Percentage","0","Units",,,3.091246,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1995","1995","PC","Percentage","0","Units",,,3.218081,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.233759,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.052863,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.357717,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.844206,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.257106,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.746326,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.766659,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.376375,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.719351,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.563259,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.486755,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.688152,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.527348,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.078124,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.4237131,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.307715,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.150903,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.31419,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.498516,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.057285,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.401378,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.420502,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.375373,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.424922,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.877177,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.506377,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2022","2022","PC","Percentage","0","Units",,,5.817464,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2010","2010","IDX","Index","0","Units","2013M12_100","2013M12=100",87.50425,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",91.16375,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",94.78542,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",98.25317,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.4743,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",105.1423,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",108.0949,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",110.6178,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",113.1543,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",116.4368,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",118.7272,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2021","2021","IDX","Index","0","Units","2013M12_100","2013M12=100",120.4061,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2022","2022","IDX","Index","0","Units","2013M12_100","2013M12=100",124.7125,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",13.51585,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",13.84609,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",14.32769,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",14.99162,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",15.86194,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",16.85267,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",17.64387,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",18.18396,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",18.81692,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",20.36837,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",22.24662,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",23.70863,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",25.19128,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",27.03169,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",29.66331,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",33.34758,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",36.8392,,
